Date,Open,High,Low,Close,Adj Close,Volume
2015-05-11,81.839996,81.879997,80.139999,80.220001,65.821655,18144400
2015-05-12,80.099998,81.010002,79.959999,80.589996,66.125229,9851500
2015-05-13,81.290001,81.389999,80.080002,80.379997,65.952934,12534700
2015-05-14,80.610001,81.150002,80.300003,80.349998,65.928314,9617900
2015-05-15,80.010002,80.989998,79.809998,80.669998,66.190880,9780600
2015-05-18,80.510002,80.839996,80.169998,80.739998,66.248306,7229800
2015-05-19,80.199997,80.279999,79.470001,79.589996,65.304733,13919800
2015-05-20,79.870003,80.000000,79.279999,79.739998,65.427803,12623800
2015-05-21,80.190002,80.610001,79.900002,80.489998,66.043190,10087300
2015-05-22,79.940002,80.559998,79.790001,80.199997,65.805244,6360700
2015-05-26,79.550003,79.720001,78.629997,78.930000,64.763191,13183600
2015-05-27,78.879997,79.519997,78.360001,78.790001,64.648308,11375000
2015-05-28,78.519997,78.620003,77.980003,78.480003,64.393936,12164200
2015-05-29,78.459999,78.889999,78.199997,78.389999,64.320107,12978100
2015-06-01,78.589996,78.599998,78.089996,78.190002,64.156006,8487200
2015-06-02,78.430000,79.110001,78.010002,78.730003,64.599075,10183000
2015-06-03,78.489998,79.070000,78.080002,78.190002,64.156006,8640300
2015-06-04,77.779999,77.930000,77.070000,77.129997,63.286247,15946100
2015-06-05,76.779999,78.360001,76.750000,77.669998,63.729343,18956000
2015-06-08,77.370003,77.820000,77.050003,77.230003,63.368320,9707300
2015-06-09,77.699997,78.190002,77.190002,77.220001,63.360104,11033100
2015-06-10,78.169998,78.389999,77.900002,78.169998,64.139603,9785400
2015-06-11,78.309998,78.440002,77.750000,77.820000,63.852428,8416500
2015-06-12,77.379997,77.440002,76.820000,76.949997,63.138565,10504500
2015-06-15,76.419998,77.180000,76.190002,76.769997,62.990856,8075500
2015-06-16,76.910004,77.389999,76.540001,77.370003,63.483173,9017600
2015-06-17,77.779999,78.120003,76.790001,77.180000,63.327282,10413700
2015-06-18,77.419998,77.769997,77.059998,77.129997,63.286247,12672600
2015-06-19,76.290001,76.599998,75.879997,75.910004,62.699009,17234900
2015-06-22,76.599998,76.910004,76.260002,76.839996,63.467144,10577400
2015-06-23,76.730003,77.230003,76.650002,77.089996,63.673637,7117700
2015-06-24,76.919998,77.360001,76.580002,76.610001,63.277180,6798300
2015-06-25,76.589996,76.680000,75.809998,75.830002,62.632927,8685700
2015-06-26,75.760002,76.099998,75.339996,76.080002,62.839413,11772300
2015-06-29,75.120003,75.599998,74.580002,74.639999,61.650017,13897200
2015-06-30,75.330002,75.449997,74.680000,75.160004,62.079533,15170600
2015-07-01,75.309998,75.339996,73.900002,74.199997,61.286594,13910100
2015-07-02,74.400002,74.930000,74.339996,74.529999,61.559158,9700200
2015-07-06,73.550003,74.260002,73.239998,73.550003,60.749718,13509100
2015-07-07,73.260002,74.480003,72.430000,74.220001,61.303131,20686100
2015-07-08,73.709999,74.220001,72.419998,72.720001,60.064167,16521300
2015-07-09,73.720001,74.029999,73.089996,73.089996,60.369770,11956000
2015-07-10,73.529999,73.989998,73.129997,73.489998,60.700157,13250400
2015-07-13,73.739998,74.190002,73.540001,74.010002,61.129665,14358800
2015-07-14,73.800003,74.839996,73.769997,74.540001,61.567432,12654200
